,accuracy,predictive_entropy_roc_auc,predictive_entropy,mutual_information_roc_auc,mutual_information,margin_roc_auc,margin,std_averaged_over_ensemble_roc_auc,std_averaged_over_ensemble,std_roc_auc,std,maxprob_roc_auc,maxprob
GestureMidAirD1,0.7230769395828247,0.7659574468085107,0.6747921705245972,0.6755319148936171,0.5352818965911865,0.779550827423168,0.698678731918335,0.7183806146572104,0.6097069978713989,0.774822695035461,0.6920031309127808,0.7804373522458629,0.7002797722816467
GestureMidAirD2,0.6692307591438293,0.7634322373696872,0.5683808922767639,0.6145415664260894,0.3026456236839294,0.7383052659716653,0.5303932428359985,0.6784282277465918,0.4405324161052704,0.7658380112269446,0.5758498907089233,0.7612937717187919,0.570796549320221
GestureMidAirD3,0.4153846204280853,0.6698343079922027,0.4010397791862488,0.6798245614035088,0.4018440842628479,0.6868908382066277,0.405161052942276,0.6920077972709552,0.4205993115901947,0.6883528265107212,0.4062751829624176,0.699317738791423,0.4181505739688873
GesturePebbleZ1,0.8139534592628479,0.8169642857142857,0.7506048083305359,0.8185267857142857,0.7563425898551941,0.8071428571428572,0.7457267045974731,0.8236607142857143,0.7666500210762024,0.8147321428571428,0.7491508722305298,0.8100446428571428,0.744141161441803
GesturePebbleZ2,0.7278481125831604,0.7749241658240646,0.6455205082893372,0.7799797775530839,0.6546502113342285,0.7813953488372093,0.6523042917251587,0.7906976744186046,0.6653032302856445,0.7767441860465116,0.6481346487998962,0.7799797775530839,0.6508777141571045
GunPointAgeSpan,0.9462025761604308,0.956128270706276,0.955555021762848,0.9710800708243162,0.9715541005134584,0.956128270706276,0.955555021762848,0.9657682470981704,0.965665638446808,0.956128270706276,0.955555021762848,0.956128270706276,0.955555021762848
GunPointMaleVersusFemale,0.9873418211936952,0.967147435897436,0.9681687355041504,0.9735576923076924,0.9743220210075378,0.967147435897436,0.9681687355041504,0.9743589743589745,0.9752198457717896,0.967147435897436,0.9681687355041504,0.967147435897436,0.9681687355041504
GunPointOldVersusYoung,0.9873015880584716,0.9967845659163987,0.999968409538269,0.9766881028938906,0.9780380129814148,0.9967845659163987,0.999968409538269,0.9895498392282958,0.9917330741882324,0.9967845659163987,0.999968409538269,0.9967845659163987,0.999968409538269
HouseTwenty,0.890756368637085,0.9187227866473152,0.9148024320602416,0.9216255442670536,0.9170633554458618,0.9187227866473152,0.9148024320602416,0.9201741654571844,0.9152543544769288,0.9187227866473152,0.9148024320602416,0.9187227866473152,0.9148024320602416
InsectEPGRegularTrain,0.9919678568840028,1.0,1.002031326293945,0.965587044534413,0.9684560298919678,0.9979757085020242,0.9999823570251464,0.9736842105263158,0.9769741296768188,0.9979757085020242,0.9999823570251464,0.9979757085020242,0.9999823570251464
InsectEPGSmallTrain,0.9196786880493164,0.916593886462882,0.9096972346305848,0.8705240174672488,0.8543792963027954,0.9270742358078602,0.9202768802642822,0.8768558951965065,0.8619589805603027,0.9216157205240174,0.9138715863227844,0.9268558951965066,0.9198929071426392
MelbournePedestrian,0.8887520432472229,0.9129867141627536,0.8994463682174683,0.884153294188831,0.8663014769554138,0.918781691281116,0.9058995842933656,0.8980663524880053,0.8830191493034363,0.9174846390496236,0.9045718312263488,0.9192776731462464,0.9064462780952454
MixedShapesRegularTrain,0.946391761302948,0.9390849673202616,0.9275937676429749,0.948781632311044,0.9420128464698792,0.941608848667672,0.9307715892791748,0.9481481481481482,0.9402413368225098,0.9413775766716944,0.9301098585128784,0.941773085302497,0.9305124878883362
MixedShapesSmallTrain,0.9055669903755188,0.9177106449996422,0.9005159139633179,0.9028125770555436,0.8902277946472168,0.9139881165437757,0.8967708349227905,0.9050874555563508,0.8914066553115845,0.9170405103363798,0.899895191192627,0.9160124402446688,0.8988683819770813
PLAID,0.7951582670211792,0.8839684905258677,0.8622621893882751,0.8491164573131785,0.8086127042770386,0.8839259101554184,0.8628917932510376,0.8784756227379178,0.8553460240364075,0.8867149244198425,0.8659709095954895,0.8869916968277625,0.8663036227226257
PickupGestureWiimoteZ,0.6800000071525574,0.8841911764705882,0.8692800998687744,0.7977941176470589,0.7452448010444641,0.8676470588235294,0.8478654623031616,0.8198529411764706,0.7826771140098572,0.875,0.8585716485977173,0.875,0.8585716485977173
PigAirwayPressure,0.1298076957464218,0.6683036627788008,0.449491024017334,0.6093718027419684,0.3689338266849518,0.807243707796194,0.575674295425415,0.6488643339472068,0.4682947993278503,0.7346020053202373,0.5171223878860474,0.7982402291794557,0.5908163785934448
PigArtPressure,0.8076923489570618,0.8574404761904763,0.817952036857605,0.8599702380952381,0.8366423845291138,0.8816964285714286,0.8585442304611206,0.8782738095238094,0.8614298701286316,0.8699404761904762,0.8406295776367188,0.8741071428571427,0.8459298610687256
PigCVP,0.6875,0.5779451317912856,-0.1743183881044387,0.5648197955890264,-0.1668915599584579,0.5992469069392146,-0.138180062174797,0.5784830554061323,-0.1578714549541473,0.5954814416352877,-0.146916314959526,0.5968800430338892,-0.1442328095436096
PowerCons,0.9666666984558104,0.913793103448276,0.8991793990135193,0.9118773946360156,0.9049665331840516,0.913793103448276,0.8991793990135193,0.9233716475095786,0.9148226976394652,0.913793103448276,0.8991793990135193,0.913793103448276,0.8991793990135193
Rock,0.6599999666213989,0.7557932263814616,0.6650782227516174,0.7629233511586453,0.6758084893226624,0.7754010695187167,0.6899620890617371,0.7718360071301248,0.6872600317001343,0.7629233511586453,0.671816885471344,0.768270944741533,0.6770245432853699
SemgHandGenderCh2,0.8966667056083679,0.8338230003597554,0.7954898476600647,0.8173042331214775,0.767488420009613,0.8338230003597554,0.7954898476600647,0.8319043050725508,0.7913877367973328,0.8338230003597554,0.7954898476600647,0.8338230003597554,0.7954898476600647
SemgHandMovementCh2,0.6222222447395325,0.7910084033613445,0.6912684440612793,0.6722268907563025,0.5022669434547424,0.7736554621848738,0.6714847683906555,0.7065546218487395,0.5680831074714661,0.792689075630252,0.6982811093330383,0.7910294117647059,0.697144091129303
SemgHandSubjectCh2,0.8311111330986023,0.90384886011821,0.8858224153518677,0.8346467773712356,0.79496830701828,0.8796087813115677,0.8568438291549683,0.8658879819870532,0.8386025428771973,0.900963974106389,0.8813735246658325,0.8939276667604842,0.8736671209335327
ShakeGestureWiimoteZ,0.7999999523162842,0.8075000000000001,0.6914412379264832,0.7549999999999999,0.6254933476448059,0.8125,0.6868199110031128,0.76,0.6203117370605469,0.8125,0.6846234798431396,0.81,0.6815937757492065
SmoothSubspace,0.9466667175292968,0.858274647887324,0.8402588367462158,0.8820422535211268,0.8727526664733887,0.8617957746478873,0.8451659679412842,0.875,0.8637481331825256,0.8609154929577465,0.8441155552864075,0.8609154929577465,0.8441155552864075
UMD,0.9722222089767456,0.7464285714285714,0.0493534244596958,0.7464285714285714,0.1613866090774536,0.75625,0.3071710765361786,0.7446428571428572,0.1595231592655182,0.75,0.1173029690980911,0.7526785714285715,0.3072101771831512
