,accuracy,predictive_entropy_roc_auc,predictive_entropy,mutual_information_roc_auc,mutual_information,margin_roc_auc,margin,std_averaged_over_ensemble_roc_auc,std_averaged_over_ensemble,std_roc_auc,std,maxprob_roc_auc,maxprob
GesturePebbleZ2,0.7341772317886353,0.7818144499178983,0.6598080992698669,0.7879720853858785,0.6797311902046204,0.7822249589490968,0.662415623664856,0.788382594417077,0.6751654148101807,0.7828407224958949,0.6636770367622375,0.784688013136289,0.6650602221488953
GunPointAgeSpan,0.9525316953659058,0.9382059800664452,0.9342160820960999,0.9397563676633445,0.9372270703315735,0.9382059800664452,0.9342160820960999,0.9397563676633442,0.9365843534469604,0.9382059800664452,0.9342160820960999,0.9382059800664451,0.9342160820960999
GunPointMaleVersusFemale,0.9873418211936951,0.984775641025641,0.9865126609802246,0.9855769230769231,0.987373948097229,0.984775641025641,0.9865126609802246,0.9855769230769231,0.987373948097229,0.984775641025641,0.9865126609802246,0.984775641025641,0.9865126609802246
GunPointOldVersusYoung,0.9936507940292358,0.9840255591054313,0.9869394898414612,0.9744408945686901,0.9771206378936768,0.9840255591054313,0.9869394898414612,0.9792332268370607,0.9820433259010315,0.9840255591054313,0.9869394898414612,0.9840255591054313,0.9869394898414612
HouseTwenty,0.8991597294807434,0.8465732087227413,0.8228744864463806,0.8535825545171339,0.8322992920875549,0.8465732087227413,0.8228744864463806,0.8496884735202492,0.8276354074478149,0.8465732087227413,0.8228744864463806,0.8465732087227413,0.8228744864463806
InsectEPGRegularTrain,0.9879517555236816,0.997289972899729,0.9999662041664124,0.9823848238482386,0.986046314239502,0.9959349593495935,0.9999662041664124,0.9905149051490515,0.9930379986763,0.997289972899729,0.9999662041664124,0.9959349593495935,0.9999662041664124
InsectEPGSmallTrain,0.9236947298049927,0.9533180778032035,0.9523652195930481,0.9572082379862701,0.9567782282829285,0.9533180778032037,0.9523652195930481,0.9556064073226544,0.9550715684890747,0.9336384439359268,0.9160585999488831,0.9533180778032037,0.9523652195930481
MelbournePedestrian,0.8834154605865479,0.9032851850882245,0.8839317560195923,0.9097204042096445,0.8972140550613403,0.9074329807843342,0.8893909454345703,0.9130222786533327,0.8994835019111633,0.9082789020367558,0.8900775909423828,0.9094815173569297,0.8913697600364685
MixedShapesRegularTrain,0.9447422623634338,0.9175521345694053,0.8815292716026306,0.9393212896668991,0.9305723905563354,0.9201189599796739,0.8862947821617126,0.936262597966084,0.9237313866615295,0.9195065701609804,0.8844857811927795,0.9196629250083063,0.884656548500061
MixedShapesSmallTrain,0.9076288342475891,0.9006458103459467,0.8587775230407715,0.9216508729798144,0.9072955250740051,0.9015707146102421,0.862496554851532,0.915833711949114,0.8951087594032288,0.9015362335302135,0.8606982231140137,0.9014997241513597,0.8606621623039246
PLAID,0.7616387605667114,0.8542558068459659,0.806990385055542,0.8192810207823961,0.7622455954551697,0.8530333129584351,0.8032875061035156,0.8465388141809291,0.7971475124359131,0.8593558985330073,0.8124905228614807,0.8596424205378973,0.8126041889190674
PickupGestureWiimoteZ,0.6599999666213989,0.8128342245989305,0.7575654983520508,0.7183600713012478,0.6465832591056824,0.7718360071301248,0.7028419375419617,0.7433155080213905,0.6841766834259033,0.7950089126559715,0.733583390712738,0.7914438502673797,0.7304322719573975
PigAirwayPressure,0.14423076808452606,0.6739700374531835,0.4616388976573944,0.4900749063670412,0.12202092260122299,0.7464419475655432,0.5219915509223938,0.5720973782771536,0.3060605823993683,0.7308988764044944,0.521864652633667,0.7717228464419476,0.5743672847747803
PigArtPressure,0.8125000596046448,0.8220300409649522,0.5857247710227966,0.8704293733879532,0.7991296648979187,0.8302230314064634,0.6089320778846741,0.8631467152177211,0.7247537970542908,0.8294644211803975,0.6092236638069153,0.8311333636777423,0.6108974814414978
PigCVP,0.6826923489570618,0.5802390098164746,-0.17057748138904572,0.6070209133589415,-0.1188315823674202,0.5991250533504054,-0.1400981992483139,0.6048868971404182,-0.12616011500358582,0.5941101152368757,-0.14854727685451508,0.5949637217242851,-0.14695824682712555
PowerCons,0.9611111283302307,0.902559867877787,0.8833028674125671,0.9042113955408753,0.8850386142730713,0.902559867877787,0.8833028674125671,0.9033856317093312,0.8840447068214417,0.902559867877787,0.8833028674125671,0.902559867877787,0.8833028674125671
Rock,0.6599999666213989,0.768270944741533,0.7271372079849243,0.7843137254901962,0.7450066208839417,0.7629233511586453,0.7218368053436279,0.7771836007130125,0.7364122271537781,0.7629233511586453,0.7216763496398926,0.7611408199643493,0.7201376557350159
SemgHandGenderCh2,0.871666669845581,0.8548583347818529,0.8210741877555847,0.8357378758908395,0.7946682572364807,0.8548583347818529,0.8210741877555847,0.8449256288644434,0.8078707456588745,0.8548583347818529,0.8210741877555847,0.8548583347818529,0.8210741877555847
SemgHandMovementCh2,0.5844444632530212,0.7709684634309997,0.6677074432373047,0.5804883999918669,0.31152287125587463,0.7541530265753036,0.6482769250869751,0.6608243020678718,0.4669051170349121,0.7749944084097516,0.676232099533081,0.7752384050751306,0.6773862838745117
SemgHandSubjectCh2,0.8133333325386047,0.8947111631537861,0.8741196990013123,0.7686703096539161,0.7149703502655029,0.8609810044236275,0.8318566083908081,0.8186312776476711,0.779601514339447,0.8901249024199844,0.8666126132011414,0.8814077543585741,0.8567378520965576
ShakeGestureWiimoteZ,0.7199999690055847,0.8154761904761905,0.7274408936500549,0.8174603174603174,0.7325218319892883,0.8194444444444444,0.7313511371612549,0.8174603174603174,0.7317536473274231,0.8115079365079365,0.7230032682418823,0.8194444444444445,0.7305306792259216
SmoothSubspace,0.9399999976158142,0.8282111899133175,0.7956369519233704,0.8502758077226162,0.8265437483787537,0.8321513002364067,0.800890326499939,0.8416075650118203,0.8164860606193542,0.8321513002364067,0.800890326499939,0.8321513002364067,0.800890326499939
UMD,0.9722222089767456,0.8250000000000001,0.7191483974456787,0.8196428571428571,0.7081267237663269,0.8303571428571429,0.7228089570999146,0.8267857142857143,0.7155008316040039,0.8285714285714286,0.7173376679420471,0.8303571428571429,0.7228089570999146
